"Model","AUPRC","Site"
"Central",0.914469024022454,1
"Site1_Local",0.918084124492464,1
"Site2_Local",0.913316093320853,1
"Site3_Local",0.91629624585813,1
"Meta",0.916693972906023,1
"GLORE",0.914469024022454,1
"fedavg",0.91515085211799,1
"Qfedavg",0.91618077003917,1
"fedavgM",0.915104308727321,1
"coef_fedprox_lr0.01_drop0_mu0",0.914232807220396,1
"Central",0.898712364493682,2
"Site1_Local",0.896158715218827,2
"Site2_Local",0.90232856477263,2
"Site3_Local",0.898926387048027,2
"Meta",0.899567375975521,2
"GLORE",0.898712364493682,2
"fedavg",0.898794159755919,2
"Qfedavg",0.899465673645961,2
"fedavgM",0.89879821986132,2
"coef_fedprox_lr0.01_drop0_mu0",0.898540853023263,2
"Central",0.904950655492278,3
"Site1_Local",0.901835777824096,3
"Site2_Local",0.900903829136372,3
"Site3_Local",0.905856771579262,3
"Meta",0.904920072511354,3
"GLORE",0.904950655492278,3
"fedavg",0.905077835017546,3
"Qfedavg",0.904671985239008,3
"fedavgM",0.90507578039218,3
"coef_fedprox_lr0.01_drop0_mu0",0.904955362159428,3
